"Country","Year","Debt","RGDP","GDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","dRGDP","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI"
"Finland",1879,,,,,4.29,,2351.15,,,,-7.17,,,,,,,,,,
"Finland",1880,,,,,4.11,,2363.93,,,,11.75,,,,,,,,,,
"Finland",1881,,,,,4.52,,2300.04,,,,5.81,,,,,,,,,,
"Finland",1882,,,,,4.55,,2523.66,,,,-6.67,,,,,,,,,,
"Finland",1883,,,,,4.84,,2619.49,,,,-3.5,,,,,,,,,,
"Finland",1884,,,,,4.92,,2638.66,,,,-1.16,,,,,,,,,,
"Finland",1885,,,,,4.81,,2702.55,,,,-6.17,,,,,,,,,,
"Finland",1886,,,,,4.72,,2836.72,,,,-9.23,,,,,,,,,,
"Finland",1887,,,,,4.62,,2881.44,,,,-2.93,,,,,,,,,,
"Finland",1888,,,,,4.62,,2990.05,,,,1.42,,,,,,,,,,
"Finland",1889,,,,,4.8,,3092.28,,,,5.95,,,,,,,,,,
"Finland",1890,,,,,5.33,,3264.78,,,,4.13,,,,,,,,,,
"Finland",1891,,,,,5.62,,3232.83,,,,13.33,,,,,,,,,,
"Finland",1892,,,,,5.97,,3137,,,,4.76,,,,,,,,,,
"Finland",1893,,,,,5.83,,3258.39,,,,-5.61,,,,,,,,,,
"Finland",1894,,,,,5.89,,3513.95,,,,-9.49,,,,,,,,,,
"Finland",1895,,,,,6.06,,3705.62,,,,-2.66,,,,,,,,,,
"Finland",1896,,,,,6.29,,3948.4,,,,1.29,,,,,,,,,,
"Finland",1897,,,,,6.78,,4140.07,,,,3.97,,,,,,,,,,
"Finland",1898,,,,,7.49,,4318.96,,,,3.97,,,,,,,,,,
"Finland",1899,,,,,8.25,,4216.74,,,,3.67,,,,,,,,,,
"Finland",1900,,,,,8.53,,4414.8,,,,2.41,,,,,,,,,,
"Finland",1901,,,,,9.12,,4363.69,,,,-1.24,,,,,,,,,,
"Finland",1902,,,,,9,,4274.24,,,,0,,,,,,,,,,
"Finland",1903,,,,,8.77,,4561.75,,,,-1.12,,,,,,,,,,
"Finland",1904,,,,,9.64,,4734.25,,,,1.13,,,,,,,,,,
"Finland",1905,,,,,9.87,,4810.92,,,,-1.12,,,,,,,,,,
"Finland",1906,,,,,10.35,,5002.59,,,,4.67,,,,,,,,,,
"Finland",1907,,,,,10.94,,5175.09,,,,3.52,,,,,,,,,,
"Finland",1908,,,,,11.59,,5232.59,,,,4.31,,,,,,,,,,
"Finland",1909,,,,,11.82,,5462.6,,,,-1,,,,,,,,,,
"Finland",1910,,,,,12.15,,5583.99,,,,0,,,,,,,,,,
"Finland",1911,,,,,12.57,,5743.71,,,,4.3,,,,,,,,,,
"Finland",1912,,,,,13.32,,6063.16,,,,1.94,,,,,,,,,,
"Finland",1913,,,,,14.33,,6389,,,,0,,,,,,,,,,
"Finland",1914,,,,,15.01,,6107.88,,,,0,1.71,,,171.2,,,,,,
"Finland",1915,,,,,14.95,,5801.21,,,,20,1.79,,,179.4,,,,,,
"Finland",1916,,,,,16.45,,5877.88,,,,33.43,1.98,,,197.5,,,,,,
"Finland",1917,,,,,23.17,,4938.7,,,,93.68,2.41,,,240.5,,,,,,
"Finland",1918,,,,,37.14,,4280.63,,,,241.96,10.48,,,1048.2,,,,,,
"Finland",1919,,,,,53.73,,5168.7,,,,-11.33,18.36,,,1836,,,,,,
"Finland",1920,,,,,81.74,,5782.05,,,,0,19.36,,,1936.1,,,,,,
"Finland",1921,,,,,129.83,,5973.72,,,,15.37,19.34,,,1933.8,,,,,,
"Finland",1922,,,,,152.61,,6606.23,,,,-1.88,18.78,,,1877.8,,,,,,
"Finland",1923,,,,,164.98,,7091.79,,,,0.96,24.15,,,2415.2,,,,,,
"Finland",1924,,,,,174.57,,7277.07,,,,2.88,22.79,,,2279.4,,,,,,
"Finland",1925,,,,,186.65,,7692.36,,,,1.31,24.75,,,2475.3,,,,,,
"Finland",1926,,,,,200.11,,7986.25,,,,-1.23,28.47,,,2846.8,,,,,,
"Finland",1927,,,,,210.53,,8612.37,,,,2.73,26.95,,,2695,,,,,,
"Finland",1928,,,,,234.35,,9193.77,,,,1.86,29.4,,,2939.6,,,,,,
"Finland",1929,,,,,251.83,,9302.38,,,,-1.92,30.24,,,3023.6,,,,,,
"Finland",1930,,,,,245.28,,9193.77,,,,-9.66,30.57,,,3057.1,,,,,,
"Finland",1931,,,,,220.7,,8970.16,,,,-5.6,32.42,,,3242.2,,,,,,
"Finland",1932,,,,,196.84,,8931.82,,,,-1.72,34.72,,,3471.9,,,,,,
"Finland",1933,,,,,200.03,,9526,,,,-2.95,35.08,,,3507.7,,,,,,
"Finland",1934,,,,,210.74,,10605.74,,,,-0.01,33.82,,,3381.8,,,,,,
"Finland",1935,,,,,236.67,,11059.36,,,,1.06,31.66,,,3166,,,,,,
"Finland",1936,,,,,248.84,,11806.87,,,,0.3,31.19,,,3119.2,,,,,,
"Finland",1937,,,,,274.54,,12477.72,,,,6.12,34.53,,,3452.5,,,,,,
"Finland",1938,,,,,325.46,,13123.01,,,,1.2,33.71,,,3371.3,,,,,,
"Finland",1939,,,,,352.45,,12560.77,,,,3.57,56.36,,,5636.4,,,,,,
"Finland",1940,,,,,342.72,,11909.1,,,,21.32,167.07,,,16706.8,,,,,,
"Finland",1941,,,,,397.7,,12298.83,,,,16.96,272.35,,,27235.1,,,,,,
"Finland",1942,,,,,475.44,,12337.16,,,,19.11,366.55,,,36655.3,,,,,,
"Finland",1943,,,,,573.13,,13755.52,,,,11.18,516.22,,,51621.9,,,,,,
"Finland",1944,,,,,740.51,,13761.91,,,,4.32,673.22,,,67321.6,,,,,,
"Finland",1945,,,,,844.04,,12963.28,,,,82.53,855.06,,,85505.5,,,,,,
"Finland",1946,,,,,1324.83,,14017.47,,,,39.68,935.62,,,93562,,,,,,
"Finland",1947,,,,,1917.37,,14343.31,,,,42.01,1007.54,,,100754,,,,,,
"Finland",1948,,,,,2648.67,,15480.55,,,,22.64,1033.25,,,103325,,,,,,
"Finland",1949,,,,,3591.96,,16419.73,,,,2.57,957,,,95700,,,,,,
"Finland",1950,,,,,3811.54,912.25,17051,,,,17.4,971,,,97100,,,,,,
"Finland",1951,,,,,4820.59,1328.85,18501,,,,13.34,924,,,92400,,,,,,
"Finland",1952,,,,,7056.13,1375.78,19121,,,,3.02,926,,,92600,,,,,,
"Finland",1953,,,,,7258.21,1357.95,19255,,,,0.67,1329,,,132900,,,,,,
"Finland",1954,,,,,7178.22,1508.65,20941,,,,-2.76,1360,,,136000,,,,,,
"Finland",1955,,,,,8022.07,1676.83,22008,,,,-0.12,1367,,,136700,,,,,,
"Finland",1956,,,,,9076.95,1855.11,22673,,,,14.29,1506,,,150600,,,,,,
"Finland",1957,,,,,10006.39,2021.62,23739,,,,10.73,1690,,,169000,,,,,,
"Finland",1958,,,,,10706.93,2178.03,23867,,,,6.64,1720,,,172000,,,,,,
"Finland",1959,,,,,11600.97,2368.09,25285,,,,1.84,1746,,,174600,,,,,,
"Finland",1960,,,,,12615.24,2724.64,27598,,,,3.1,1614,,,161400,,,,,,
"Finland",1961,,,,,16567,3087.93,29701,,,,1.67,1678,,,167800,,,,,,
"Finland",1962,,,,,17679,3306.57,30627,,,,4.9,2036,,,2036000,,,,,,
"Finland",1963,,,,,19418,3590.81,31636,,,,5.05,2610,,,2610000,,,,,,
"Finland",1964,,,,,22039,4049.97,33235,,,,10.17,3004,,,3004000,,,,,,
"Finland",1965,,,,,24218,4478.84,35002,,,,4.47,3446,,,3446000,,,,,,
"Finland",1966,,,,,25883,4801.77,35843,,,,4.3,3930,,,3930000,,,,,,
"Finland",1967,,,,,27992,5267.65,36600,,,,6.19,4431,,,4431000,,,,,,
"Finland",1968,,,,,31840,6039.63,37442,,,,7.96,4995,,,4995000,,,,,,
"Finland",1969,,,,,36624,6894.02,41048,,,,2.07,4426,,,4426000,,,,,,
"Finland",1970,,,,,41078,7849.67,44114,,,,2.86,4200,,,4200000,,,,,,
"Finland",1971,,,,,44915,8626.36,45036,,,,7.22,3993,,,3993000,,,,,,
"Finland",1972,,,,,52335,10059.82,48473,,,,7.1,3842,,,3842000,,,,,,
"Finland",1973,,,,,63799,12244.59,51724,,,,12.26,3154,,,3154000,,,,,,
"Finland",1974,,,,,81760,15430.91,53291,,,,17,2681,,,2681000,,,,,,
"Finland",1975,,,,,96237.59,17770.06,53905,,,,17.92,3544,,,3544,18045,,69620,,,
"Finland",1976,,,,,108592.81,20222.08,53676,,,,13.65,4627,,,4627,20474,,69806,,,
"Finland",1977,,,,,118165.44,22271.95,53808,,,,12.36,6718,,,6718,22527,,70037,,,
"Finland",1978,,,,,129444.49,24554.93,54934,,,,7.27,12227,2051,,2051,24882,,71859,,,
"Finland",1979,,,,,151158.29,28464.97,58756,,,,7.79,15218,2555,,2555,28864,,76876,,,
"Finland",1980,,,,,174037.46,32795.97,61890,80590,,,11.6,17585,3021,,3021,33322,,80810,,,
"Finland",1981,,,,,196625.29,37138.08,63043,81613,,,12,21451,3717,,3717,37665,,81835,,,
"Finland",1982,,,,,220610.37,41672.93,65090,84081,,,9.3,29398,5087,,5087,42368,,84310,,,
"Finland",1983,,,,,246135.38,46510.02,66849,86559,,,8.4,37681,6412,,6412,47216,,86796,,,
"Finland",1984,,,,,273854.38,52056.01,68866,89194,,,7,,7446,,7446,52824,,89437,,,
"Finland",1985,,,,,296810.84,56663.02,71184,92120,,,5.82,,7902,,7902,57499,,92371,,,
"Finland",1986,,,,,315860.96,60502.07,72873,94539,,,2.9,,8745,,8745,61864,,94797,,,
"Finland",1987,,,,,341950.82,65693.03,75861,97903,,,4.08,,9841,,9841,66814,,98170,,,
"Finland",1988,,,,,379902.42,74579.07,79581,102897,,,5.14,,9769,,9769,75712,,103177,,,
"Finland",1989,,,,,424947.27,83098.96,84092,108469,,,6.57,,8899,,8899,84780,,108765,,,
"Finland",1990,,,,,452125.2,88080.02,84103,108558,,,4.96,,9089,,9089,89747,,108854,,,
"Finland",1991,,,,,432147.55,84043,78731.05,101780,,,4.16,,14204,,14204,85698,,102057,,,
"Finland",1992,,,,,422366.82,82007.93,75731.07,97978,,,2.87,,27849,,27849,83041,,98245,,,
"Finland",1993,,,,,428544.44,83082.99,74790.22,97076,,,2.2,,43030,,43030,83924,,97341,,,
"Finland",1994,,,,,455234.82,87889.96,77733.39,100545,,,1.08,,51722,,51722,88103,,100822,,,
"Finland",1995,,,,,490653.53,95912.02,80411.97,104490,,,1,,60121,,60121,95912,,104780,,,
"Finland",1996,,,,,509727.43,99258.96,83461.51,108356,,,1.07,,66121,,66121,99259,,108650,,,
"Finland",1997,,,,,547863.35,107576.03,88627.97,115074,,,1.22,,69770,,69770,107576,,115268,,,
"Finland",1998,,,,,595274.6,117057.96,93640,121087,,,1.35,,69795,,69795,117058,,121246,,,
"Finland",1999,,,,,617553.25,122685.02,97261,125835,,,1.32,,68052,,68052,122685,,125960,,,
"Finland",2000,,,,,677319.72,132198.06,102185,132198,,,2.95,,63236,,63236,132198,,132272,,,
"Finland",2001,,,,,704580.9,139789.06,104880,135774,,,2.66,,61760,,61760,139789,,135759,,,
"Finland",2002,,,,,143.97,143808.08,106570,137910,,,2,,59253,,59253,143808,,137989,,,
"Finland",2003,,,,,145.94,145795.05,108490,140407,,,1.3,,63320,,63320,145795,,140437,,,
"Finland",2004,,,,,151.94,152151.04,112500,145597,,,0.14,,63788,,63788,152151,,145363,,,
"Finland",2005,,,,,157.38,157070.03,115800,149627,,,0.78,,60044,,60044,157070,,149616,,,
"Finland",2006,,,,,,167008.93,121580,156993,,,1.28,,58895,,58895,167009,,,,,
"Finland",2007,,,,,,179658.34,,163591,,,1.58,,56068,,56068,179659,,,,,
"Finland",2008,,,,,,184728,,165294,,,3.9,,54382,,54382,184728,,,,,
"Finland",2009,,,,,,176448,,154788,,,1,,58968,,58968,176448,,,,,
"Finland",2010,,,,,,,,156237,,,,,,,,,,,,,
"France",1815,,,,,7378.4,,20.8,,,,-2.459,,,,,,,,,,
"France",1816,,,,,8895.1,,21.6,,,,12.005,,,,,,,,,,
"France",1817,,,,,10593.9,,23.1,,,,-4.002,,,,,,,,,,
"France",1818,,,,,9553.7,,23.1,,,,9.601,,,,,,,,,,
"France",1819,,,,,8865.8,,25.2,,,,-17.317,,,,,,,,,,
"France",1820,,,,,8965.6,,24.5,,,,21.72,,,,,,,,,,
"France",1821,,,,,9267.8,,26.5,,,,-4.67,,,,,,,,,,
"France",1822,,,,,9045.4,,25.5,,,,-4.633,,,,,,,,,,
"France",1823,,,,,10081.7,,27.2,,,,5.383,,,,,,,,,,
"France",1824,,,,,9817.4,,27.7,,,,-4.925,,,,,,,,,,
"France",1825,,,,,10217.6,,26.5,,,,7.338,,,,,,,,,,
"France",1826,,,,,10283.8,,27.4,,,,-3.892,,,,,,,,,,
"France",1827,,,,,10449,,27.3,,,,-0.264,,,,,,,,,,
"France",1828,,,,,10498.1,,28,,,,1.405,,,,,,,,,,
"France",1829,,,,,11322.7,,28.8,,,,2.581,,,,,,,,,,
"France",1830,,,,,11422,,28.6,,,,-3.361,,,,,,,,,,
"France",1831,,,,,11082.4,,29.7,,,,-1.857,,,,,,,,,,
"France",1832,,,,,11581.2,,32,,,,0.403,,,,,,,,,,
"France",1833,,,,,11440.5,,31.4,,,,-4.064,,,,,,,,,,
"France",1834,,,,,11581.9,,32,,,,-0.677,,,,,,,,,,
"France",1835,,,,,12196.9,,33.1,,,,1.057,,,,,,,,,,
"France",1836,,,,,12452.2,,33.2,,,,4.708,,,,,,,,,,
"France",1837,,,,,11966.9,,34.4,,,,-4.762,,,,,,,,,,
"France",1838,,,,,12920.8,,36.4,,,,3.455,,,,,,,,,,
"France",1839,,,,,12546.4,,36.1,,,,-1.81,,,,,,,,,,
"France",1840,,,,,13465.9,,38.5,,,,6.335,,,,,,,,,,
"France",1841,,,,,14067.4,,38.9,,,,-2.971,,,,,,,,,,
"France",1842,,,,,13745.3,,38,,,,1.76,,,,,,,,,,
"France",1843,,,,,13611.9,,39.7,,,,-2.677,,,,,,,,,,
"France",1844,,,,,13866,,40.9,,,,-1.826,,,,,,,,,,
"France",1845,,,,,14013.3,,39.2,,,,2.319,,,,,,,,,,
"France",1846,,,,,14924.9,,38.7,,,,5.674,,,,,,,,,,
"France",1847,,,,,17352.2,,44.1,,,,5.553,,,,,,,,,,
"France",1848,,,,,12991.7,,42,,,,-15.106,,,,,,,,,,
"France",1849,,,,,14086.8,,42.2,,,,-0.601,,,,,,,,,,
"France",1850,,,,,14278.9,,42.6,,,,-2.768,,,,,,,,,,
"France",1851,,,,,14154.2,,41.9,,,,0.269,,,,,,,,,,
"France",1852,,,,,15986.3,,44.2,,,,3.99,,,,,,,,,,
"France",1853,,,,,16285.7,,40.7,,,,14.469,,,,,,,,,,
"France",1854,,,,,18396.3,,43.4,,,,9.741,,,,,,,,,,
"France",1855,,,,,18487.8,,42.2,,,,4.936,,,,,,,,,,
"France",1856,,,,,20011.1,,43.7,,,,-1.294,,,,,,,,,,
"France",1857,,,,,19946.7,,47.2,,,,-6.28,,,,,,,,,,
"France",1858,,,,,18473.7,,49.2,,,,-8.431,,,,,,,,,,
"France",1859,,,,,17814.9,,44.5,,,,1.866,,,,,,,,,,
"France",1860,,,,,20684,,48.4,,,,2.83,,,,,,,,,,
"France",1861,,,,,21260.1,,46.7,,,,5.497,,,,,,,,,,
"France",1862,,,,,21933.6,,52.6,,,,-4.72,,,,,,,,,,
"France",1863,,,,,21746.2,,55,,,,0.9,,,,,,,,,,
"France",1864,,,,,21739.6,,56.4,,,,-0.55,,,,,,,,,,
"France",1865,,,,,20910,,55,,,,-2.326,,,,,,,,,,
"France",1866,,,,,22727,,56.8,,,,2.859,,,,,,,,,,
"France",1867,,,,,22536.2,,53.9,,,,1.893,,,,,,,,,,
"France",1868,,,,,25040.4,,60.5,,,,0.465,,,,,,,,,,
"France",1869,,,,,25335.4,,62.7,,,,-3.373,,,,,,,,,,
"France",1870,,,,,23959.4,,58,,,,3.366,,,,,,,,,,
"France",1871,,,,,23682.3,,55.3,,,,3.821,,,,,,,,,,
"France",1872,,,,,24955.1,,60.4,,,,2.911,,,,,,,,,,
"France",1873,,,,,24219.7,,56.1,,,,1.165,,,,,,,,,,
"France",1874,,,,,25993.1,,63.3,,,,-6.115,,,,,,,,,,
"France",1875,,,,,26236.8,,65.4,,,,-1.815,,,,,,,,,,
"France",1876,,,,,24603.6,,60.1,,,,2.129,,,,,,,,,,
"France",1877,,,,,25623,,63.3,,,,-0.08,,,,,,,,,,
"France",1878,,,,,24963.8,,62.5,,,,-3.667,,,,,,,,,,
"France",1879,,,,,22946.6,,58.6,,,,-0.534,,,,,,,,,,
"France",1880,,,,,25409,,63.8,,,,2.359,24279.157,,,24279.157,,,,,,
"France",1881,,,,,26493.7,,66.3,,,,-1.873,25303.144,,,25303.144,,,,,,
"France",1882,,,,,27850.5,,69.4,,,,-0.877,25101.711,,,25101.711,,,,,,
"France",1883,,,,,27242.6,,69.6,,,,-0.488,26418.106,,,26418.106,,,,,,
"France",1884,,,,,26031.3,,68.8,,,,-3.984,27354.069,,,27354.069,,,,,,
"France",1885,,,,,25100.3,,67.6,,,,-1.582,28255.418,,,28255.418,,,,,,
"France",1886,,,,,25226.2,,68.7,,,,2.667,28740.984,,,28740.984,,,,,,
"France",1887,,,,,25143.9,,69.2,,,,-5.36,29433.352,,,29433.352,,,,,,
"France",1888,,,,,25684,,69.9,,,,1.542,29892.225,,,29892.225,,,,,,
"France",1889,,,,,27425.7,,71.6,,,,1.135,30054.697,,,30054.697,,,,,,
"France",1890,,,,,28928,,73.3,,,,-0.037,30096.148,,,30096.148,,,,,,
"France",1891,,,,,29331.4,,75,,,,-0.011,30481.159,,,30481.159,,,,,,
"France",1892,,,,,28697.7,,76.9,,,,-3.296,30611.685,,,30611.685,,,,,,
"France",1893,,,,,28151.3,,78.2,,,,-1.704,31035.253,,,31035.253,,,,,,
"France",1894,,,,,28408.1,,81.1,,,,-2.257,31064.805,,,31064.805,,,,,,
"France",1895,,,,,27166.4,,79.4,,,,-2.524,31094.357,,,31094.357,,,,,,
"France",1896,,,,,28757.7,,83.2,,,,-0.93,30234.838,,,30234.838,,,,,,
"France",1897,,,,,30419.8,,82.1,,,,0.09,30100.258,,,30100.258,,,,,,
"France",1898,,,,,31899.5,,86.1,,,,2.007,29948.331,,,29948.331,,,,,,
"France",1899,,,,,32571.1,,91,,,,2.585,30055.398,,,30055.398,,,,,,
"France",1900,,,,,32806,,90,,,,1.924,30096.633,,,30096.633,,,,,,
"France",1901,,,,,30938.4,,88.6,,,,-0.405,30343.59,,,30343.59,,,,,,
"France",1902,,,,,31880.3,,87.1,,,,0.775,30345.629,,,30345.629,,,,,,
"France",1903,,,,,33891.1,,89,,,,-0.575,30375.043,,,30375.043,,,,,,
"France",1904,,,,,33071.3,,89.7,,,,-5.028,30460.268,,,30460.268,,,,,,
"France",1905,,,,,33214.9,,91.2,,,,3.888,30702.298,,,30702.298,,,,,,
"France",1906,,,,,35615.3,,92.9,,,,2.815,30348.09,,,30348.09,,,,,,
"France",1907,,,,,38740.8,,96.9,,,,-0.257,30161.719,,,30161.719,,,,,,
"France",1908,,,,,37326.1,,96.4,,,,0.692,30375,,,30375,,,,,,
"France",1909,,,,,40101.3,,100.4,,,,1.992,32864,,,32864,,,,,,
"France",1910,,,,,40913.9,,94.3,,,,3.14,32557.9,,,32557.9,,,,,,
"France",1911,,,,,45088.6,,103.5,,,,4.097,32719.698,,,32719.698,,,,,,
"France",1912,,,,,49359.8,,112.1,,,,1.711,32881.496,,,32881.496,,,,,,
"France",1913,,,,,49570.6,,111.4,,,,0.129,32888.81,,,32888.81,,,,,,
"France",1914,,,,,,,,,,,1.306,39023,,,39023,,,,,,
"France",1915,,,,,,,,,,,18.452,,,,,,,,,,
"France",1916,,,,,,,,,,,16.645,,,,,,,,,,
"France",1917,,,,,,,,,,,24.016,198313,,,103896,,,,,,
"France",1918,,,,,,,,,,,19.712,249532,,,123795,,,,,,
"France",1919,,,,,,,,,,,7.993,304478,,,177872,,,,,,
"France",1920,,,,,175370.9,,101.7,,,,30.708,325248,,,222204,,,,,,
"France",1921,,,,,133729.2,,97.5,,,,-18.322,345584,,,242108,,,,,,
"France",1922,,,,,155636.1,,115,,,,-3.548,407391,,,250084,,,,,,
"France",1923,,,,,188960.9,,121,,,,15.877,437587,,,270708,,,,,,
"France",1924,,,,,217287.7,,136.2,,,,8.932,426354,,,290354,,,,,,
"France",1925,,,,,247945,,136.8,,,,9.12,494587,,,298587,,,,,,
"France",1926,,,,,323766.3,,140.4,,,,19.154,466665,,,288665,,,,,,
"France",1927,,,,,304505.6,,137.4,,,,-8.195,460873,,,279873,,,,,,
"France",1928,,,,,330369,,147,,,,5.084,46444,,,283040,,,,,,
"France",1929,,,,,346425.8,,156.9,,,,0.466,484615,,,284315,,,,,,
"France",1930,,,,,334083.5,,152.4,,,,-2.317,477373,,,279873,,,,,,
"France",1931,,,,,298785.2,,143.3,,,,-9.608,479840,,,283040,,,,,,
"France",1932,,,,,266223.9,,134,,,,-7.088,,,,284315,,,,,,
"France",1933,,,,,248740.3,,143.5,,,,-0.858,,,,276058,,,,,,
"France",1934,,,,,229989.7,,142.1,,,,-4.893,,,,303538,,,,,,
"France",1935,,,,,204412.1,,138.5,,,,-3.57,,,,324013,,,,,,
"France",1936,,,,,246318,,143.7,,,,22.767,,,,341742,,,,,,
"France",1937,,,,,346764,,152.1,,,,23.395,,,,370226,,,,,,
"France",1938,,,,,413952.5,,171.4,,,,12.572,420.555,,,413720,,,,,,
"France",1939,,,,,,,,,,,10.68,482.967,,,469600,,,,,,
"France",1940,,,,,,,,,,,16.933,698.715,,,685841,,,,,,
"France",1941,,,,,,,,,,,17.596,881.367,,,874867,,,,,,
"France",1942,,,,,,,,,,,23.026,1066.679,,,1060931,,,,,,
"France",1943,,,,,,,,,,,30.234,1333.5,,,1328124,,,,,,
"France",1944,,,,,,,,,,,20.015,1679.916,,,1674021,,,,,,
"France",1945,,,,,,,,,,,61.672,1831.859,,,1823253,,,,,,
"France",1946,,,,,,,,,,,74.019,2195.643,,,1974977,,,,,,
"France",1947,,,,,,,,,,,56.495,2499.1,,,2117600,,,,,,
"France",1948,,,,,,,,,,,42.432,3411.7,,,2450800,,,,,,
"France",1949,,,,,,13657,166.8,,,,-0.411,3905.8,,,2723700,13033,,,,,
"France",1950,,,,,100900,15073,179.3,,,,8.053,4133,,,2845600,15305,,,,,
"France",1951,,,,,123600,18765,190.3,,,,19.684,4286.6,,,3032200,19290,,,,,
"France",1952,,,,,145600,20732,195.3,,,,6.677,4871.5,,,3573600,22466,,,,,
"France",1953,,,,,151800,21013,201,,,,-2.005,5417.5,,,4176900,23307,,,,,
"France",1954,,,,,160700,22799,210.7,,,,1.254,5647,,,4528000,24741,,,,,
"France",1955,,,,,171900,24278,222.9,,,,0.869,5754,,,4727000,26596,,,,,
"France",1956,,,,,191000,27462,234.1,,,,2.819,6370,,,5416000,29304,,,,,
"France",1957,,,,,212700,29248,248.2,,,,4.67,7040,,,6043000,33104,,,,,
"France",1958,,,,,244700,29207,254.5,,,,12.115,7972,,,6589000,38290,,,,,
"France",1959,,,,,267200,30958,261.7,,,,5.843,8404,,,6994000,41721,,,,,
"France",1960,,,,,296500,33058,280.2,,,,3.913,7302.6,,,71719000,46326,,,,,
"France",1961,,,,,323500,39245,295.6,,,,3.168,7577.6,,,74719000,50217,,,,,
"France",1962,,,,,361200,42295,315.2,,,,4.728,8626.3,,,78961000,56277,,,,,
"France",1963,,,,,404900,45661,332.5,,,,5.055,8977.4,,,83698000,63158,,,,,
"France",1964,,,,,449200,50334,354.1,,,,2.67,8796.9,,,82368000,70039,,,,,
"France",1965,,,,,483500,55828,370.7,,,,2.786,8494.7,,,80118000,75675,,,,,
"France",1966,,,,,523400,54569,390.4,,,,2.649,8004.7,,,75257000,82043,,,,,
"France",1967,,,,,565400,59700,408.3,,,,3.06,9063,,,86016000,88750,,,,,
"France",1968,,,,,614500,63750,426.1,,,,4.947,9736,,,90432000,96732,,,,,
"France",1969,,,,,700700,69418,455.7,,,,5.995,10085.5,,,93307000,111252,,,,,
"France",1970,,,,,793500,79877,482.1,,,,5.709,9881.6,,,89170000,124454,,,,,
"France",1971,,,,,884200,89105,508,,,,5.743,9597.1,,,87225000,138797,,,,,
"France",1972,,,,,987900,98406,537.9,,,,6.553,8618.3,,,77852000,155223,,,,,
"France",1973,,,,,1129800,111852,566.8,,,,7.903,,,,,178239,,,,,
"France",1974,,,,,1303000,129730,585.1,,,,14.445,,,,,207374,,,,,
"France",1975,,,,,1467900,148702,586.2,,,,10.705,,,,,233388,,,,,
"France",1976,,,,,1700600,170709,616.4,,,,9.741,,,,,270023,,,,,
"France",1977,,,,,1917800,191532,635.3,,,,9.175,,,,,304243,,,,,
"France",1978,,,,,2270220,241225,659.4,,,,9.388,,72800,,72800,345238,,,,,
"France",1979,,,,,2580310,266107,681.2,,,,11.276,,82800,,82800,393550,,,,,
"France",1980,,,,,2911520,314698,688.5,1025780,,,13.057,,92900,,92200,445233,,,,,
"France",1981,,,,,3279640,360827,690.5,1041654,,,13.333,,110100,,110100,500756,,,,,
"France",1982,,,,,3771840,399185,701.4,1042956,,,11.978,,145500,,145500,574445,,,,,
"France",1983,,,,,4212150,443475,,1083286,,,9.46,,170000,,170000,636622,,,,,
"France",1984,,,,,4589160,498656,,1147136,,,7.674,,201400,,201400,693088,,,,,
"France",1985,,,,,4932860,552432,,1208554,,,5.831,,227700,,227700,743890,,,,,
"France",1986,,,,,5292980,570893,,1257350,,,2.539,,249300,,249300,802365,,,,,
"France",1987,,,,,5564380,622867,,1279731,,,3.289,,281200,,281200,845164,,,,,
"France",1988,,,,,5996200,652073,,1277519,,,2.701,,302800,,302800,911194,,,,,
"France",1989,,,,,6431720,695771,,1290263,,,3.498,,333300,,333300,980534,,,,,
"France",1990,,,,,6747870,736295,,1315133,,,3.38,,363600,,363600,1033025,,,,,
"France",1991,,,,,6986410,775727,,1355963,,,3.217,,385100,,385100,1070023,,,,,
"France",1992,,,,,7261230,797314,,1403735,,,2.366,,440100,,440100,1107811,,,,,
"France",1993,,,,,7316470,838297,,1442852,,,2.106,,515400,,515400,1114699,,,,,
"France",1994,,,,,7579430,878806,,1515736,,,1.661,,570000,,570000,1154733,,,,,
"France",1995,,,,,7836060,943437,,1579190,,,1.778,,662800,,662800,1194600,,,,,
"France",1996,,,,,8050470,1032990,,1659725,,,2.084,,711800,,711800,1227251,,,,,
"France",1997,,,,,8313670,1119180,,1749228,,,1.283,,751300,,751300,1267425,,,,,
"France",1998,,,,,8682580,1140360,,1796156,,,0.667,,786600,,786600,1323654,,,,,
"France",1999,,,,,8973260,1240430,,1832542,,,0.562,,804500,,804500,1367966,,,,,
"France",2000,,,,,9454790,1481240,,1892165,,,1.827,,826400,,826400,1441372,,,,,
"France",2001,,,,,9820890,1536890,,1929822,,,1.781,,851600,,851600,1497185,,,,,
"France",2002,,,,,10157900,1532310,,1958809,,,1.938,,910900,,910900,1548555,,,,,
"France",2003,,,,,10461300,1593830,,1978662,,,2.169,,1003400,,1003400,1594814,,,,,
"France",2004,,,,,10890100,1743040,,2055120,,,2.342,,1076900,,1076900,1660189,,,,,
"France",2005,,,,,11322300,1945720,,2111414,,,1.9,,1145400,,1145400,1726068,,,,,
"France",2006,,,,,11849400,2159570,,2159573,,,1.912,,1149900,,1149900,1806430,,,,,
"France",2007,,,,,12428100,2277110,,2227256,,,1.607,,1208800,,1208800,1894646,,,,,
